year,rid,rvote,stt,eth,inc,age,sex,edu,mar,rel,chu,kid,regist,weight
2008,1261,0,MA,White,$40-75k,30-44,Female,Some Coll,Single,Protestant (not born-again),,Kids,registered,5.59999990463257
2008,20162,0,OK,Other,$40-75k,30-44,Male,HS,Married,Protestant (not born-again),Rare attenders,Kids,registered,4.12820529937744
2008,1391,1,NY,White,$20-40k,30-44,Female,HS,Single,Catholic,,Kids,registered,5.54285717010498
2008,20396,0,TX,Black,$0-20k,18-29,Male,< HS,Single,Catholic,"Occasional
attenders",No Kids,registered,5.42857122421265
2008,10649,0,IL,Black,$20-40k,30-44,Male,Some Coll,Single,Catholic,,No Kids,registered,4.82857131958008
2008,30383,0,TX,White,$75-150k,45-64,Female,Post-Grad,Married,Born-again Protestant,"Very frequent
church attenders",,registered,1.11111116409302
2008,30577,1,IL,White,$40-75k,45-64,Female,HS,Married,Born-again Protestant,Frequent attenders,,registered,2.31111121177673
2008,1371,1,IN,White,$150k+,45-64,Female,HS,Married,No religion,"Occasional
attenders",,registered,1.08500003814697
2008,1255,0,MN,White,$40-75k,45-64,Female,Some Coll,Married,Protestant (not born-again),,No Kids,registered,2.34285712242126
2008,20428,1,CO,Other,$150k+,30-44,Female,Some Coll,Married,,Nonattenders,No Kids,registered,5.51282072067261
2008,511,1,WV,Other,$40-75k,45-64,Female,Coll,Married,Born-again Protestant,Rare attenders,,registered,1
2008,65,1,FL,White,$150k+,45-64,Female,Some Coll,Married,Born-again Protestant,Nonattenders,,registered,1.4693877696991
2008,878,0,MA,White,$40-75k,45-64,Female,Some Coll,Single,Protestant (not born-again),Rare attenders,No Kids,registered,3.07407402992249
2008,30172,1,FL,White,$40-75k,45-64,Female,HS,Married,Catholic,Frequent attenders,,registered,2.11111116409302
2008,20293,1,MN,White,$0-20k,45-64,Female,HS,Married,Protestant (not born-again),Nonattenders,,registered,3.20000004768372
2008,10259,1,WV,White,$20-40k,65+,Female,HS,Single,Born-again Protestant,Frequent attenders,No Kids,registered,1.76923072338104
2008,876,0,CA,White,$0-20k,45-64,Male,Coll,Single,No religion,Nonattenders,,registered,0.597000002861023
2008,1811,1,TX,White,$20-40k,65+,Female,HS,Married,Protestant (not born-again),Rare attenders,,registered,1.22222220897675
2008,593,1,CO,White,$40-75k,30-44,Male,Some Coll,Married,Protestant (not born-again),Frequent attenders,,registered,2.75555562973022
2008,1428,0,PA,White,$75-150k,45-64,Male,Post-Grad,Married,Protestant (not born-again),Rare attenders,,registered,1.42222225666046
2008,1738,0,MI,Black,$0-20k,18-29,Female,HS,Single,Born-again Protestant,Frequent attenders,,registered,1.96700000762939
2008,1326,1,WA,White,$40-75k,45-64,Female,HS,Married,Born-again Protestant,Rare attenders,,registered,1.32200002670288
2008,322,1,CA,White,$40-75k,45-64,Male,Some Coll,Married,No religion,Rare attenders,,registered,3.46666669845581
2008,808,1,WI,White,$40-75k,30-44,Female,HS,Married,Born-again Protestant,"Very frequent
church attenders",Kids,registered,8.25925922393799
2008,2776,1,CA,White,$40-75k,45-64,Male,Some Coll,Single,Catholic,Rare attenders,,registered,0.606000006198883
2008,10024,0,FL,Hispanic,$40-75k,45-64,Female,Some Coll,Married,Catholic,,Kids,registered,4.94285726547241
2008,80038,0,WA,White,$75-150k,45-64,Male,Post-Grad,Married,No religion,Nonattenders,,registered,1.44444441795349
2008,1804,0,FL,White,$40-75k,30-44,Female,Some Coll,Single,Protestant (not born-again),"Occasional
attenders",,registered,2.56666660308838
2008,11088,1,IA,White,$75-150k,65+,Female,Post-Grad,Married,Protestant (not born-again),Frequent attenders,No Kids,registered,1.15384614467621
2008,10802,1,MO,White,$150k+,30-44,Male,Post-Grad,Married,Catholic,Frequent attenders,Kids,registered,3.12820506095886
2008,480,0,MN,White,$75-150k,65+,Male,Coll,Single,Protestant (not born-again),Rare attenders,No Kids,registered,1.15384614467621
2008,10450,1,CA,Hispanic,$40-75k,45-64,Male,Some Coll,Single,Born-again Protestant,"Occasional
attenders",No Kids,registered,4.64102554321289
2008,1979,0,MA,White,$75-150k,30-44,Male,Post-Grad,Married,No religion,Nonattenders,,registered,1.77777779102325
2008,70112,0,MI,Other,$75-150k,18-29,Male,Some Coll,Single,No religion,Rare attenders,No Kids,registered,3.30952382087708
2008,30092,1,MA,White,$20-40k,18-29,Female,Some Coll,Single,Catholic,Rare attenders,,registered,2.3461537361145
2008,210,0,GA,Black,$40-75k,45-64,Male,Post-Grad,Single,Protestant (not born-again),"Occasional
attenders",No Kids,registered,1.70370376110077
2008,593,1,FL,White,$75-150k,45-64,Male,HS,Married,Born-again Protestant,Frequent attenders,Kids,registered,3.69047617912292
2008,247,1,GA,White,$75-150k,45-64,Male,Coll,Married,Catholic,Frequent attenders,,registered,0.495999991893768
2008,2434,0,NM,White,$40-75k,65+,Female,Coll,Married,Born-again Protestant,Rare attenders,,registered,0.493999987840652
2008,11450,1,NE,White,$150k+,30-44,Male,Post-Grad,Married,Protestant (not born-again),"Occasional
attenders",Kids,registered,2.41025638580322
2008,439,1,PA,White,$40-75k,30-44,Male,Some Coll,Single,Born-again Protestant,"Very frequent
church attenders",,registered,0.995000004768372
2008,1316,0,OH,White,$0-20k,45-64,Female,HS,Single,No religion,Rare attenders,,registered,4.66666650772095
2008,10833,0,PA,White,$40-75k,45-64,Male,Some Coll,Married,Protestant (not born-again),Nonattenders,No Kids,registered,2.54761910438538
2008,2678,0,MO,White,$75-150k,45-64,Male,HS,Married,No religion,Frequent attenders,,registered,1.14199995994568
2008,66,1,NC,White,$40-75k,45-64,Female,HS,Single,Protestant (not born-again),"Occasional
attenders",,registered,1.30099999904633
2008,30541,0,NY,White,$0-20k,45-64,Male,< HS,Single,Catholic,Rare attenders,,registered,4.97777795791626
2008,1294,0,MS,Black,$20-40k,30-44,Male,HS,Single,Protestant (not born-again),Nonattenders,Kids,registered,4.96296310424805
2008,1077,1,MO,White,$75-150k,45-64,Female,HS,Married,Protestant (not born-again),,No Kids,registered,4.91428565979004
2008,51335,1,MI,Hispanic,$40-75k,18-29,Female,Post-Grad,Single,Catholic,Rare attenders,,registered,1.2940000295639
2008,133,1,ND,White,$40-75k,45-64,Female,HS,Married,Protestant (not born-again),"Very frequent
church attenders",No Kids,,5.55555534362793
2008,973,1,CA,Other,$40-75k,45-64,Female,Coll,Married,Born-again Protestant,Frequent attenders,,registered,1.86111116409302
2008,761,0,AR,White,$20-40k,65+,Female,Some Coll,Single,Born-again Protestant,Frequent attenders,,registered,1
2008,1663,1,TN,White,$40-75k,45-64,Male,HS,Married,Born-again Protestant,"Occasional
attenders",,registered,2.27777767181396
2008,1425,0,NJ,White,$75-150k,18-29,Male,Coll,Single,Catholic,"Occasional
attenders",No Kids,registered,3.0238094329834
2008,31122,0,CA,Hispanic,$150k+,45-64,Female,Post-Grad,Married,Catholic,Nonattenders,,registered,4.71111106872559
2008,1e3,0,VT,White,$75-150k,45-64,Female,Post-Grad,Married,No religion,Rare attenders,,registered,1.64444446563721
2008,467,0,NJ,White,$150k+,45-64,Female,Coll,Married,No religion,Rare attenders,,registered,1.94444441795349
2008,282,0,IN,White,$75-150k,30-44,Male,HS,Single,No religion,Nonattenders,Kids,registered,4.10256433486938
2008,355,1,WA,White,$20-40k,30-44,Female,HS,Single,Protestant (not born-again),Nonattenders,,registered,5.98000001907349
2008,80740,0,IL,Other,$0-20k,45-64,Male,Coll,Married,Born-again Protestant,Frequent attenders,,registered,1
2008,51366,0,PA,White,$40-75k,30-44,Female,Coll,Married,Born-again Protestant,"Very frequent
church attenders",,registered,0.9549999833107
2008,1336,1,CA,White,$40-75k,30-44,Male,HS,Married,No religion,Frequent attenders,,registered,4.77777767181396
2008,403,0,IA,White,$75-150k,30-44,Female,Coll,Married,Catholic,Frequent attenders,,registered,2.28571438789368
2008,21583,1,AL,White,$20-40k,18-29,Female,Some Coll,Single,Protestant (not born-again),Rare attenders,,registered,4.61224508285522
2008,2624,1,AL,White,$150k+,30-44,Female,Post-Grad,Married,Born-again Protestant,"Very frequent
church attenders",,registered,0.583000004291534
2008,70265,1,MD,White,$40-75k,18-29,Male,Coll,Single,No religion,Nonattenders,No Kids,registered,2.19047617912292
2008,806,0,OH,White,$75-150k,30-44,Male,Coll,Married,Protestant (not born-again),Nonattenders,Kids,registered,2.2380952835083
2008,30875,1,TX,White,$75-150k,65+,Male,Coll,Married,Catholic,Frequent attenders,,registered,1.0888888835907
2008,30246,1,VA,White,$40-75k,18-29,Male,Coll,Single,Protestant (not born-again),Rare attenders,,registered,1.51923072338104
2008,190,1,NC,White,$75-150k,45-64,Female,Coll,Married,Born-again Protestant,,No Kids,registered,1.85714280605316
2008,612,1,DE,White,$40-75k,65+,Female,Some Coll,Single,Protestant (not born-again),Frequent attenders,,registered,0.492000013589859
2008,20200,1,TX,White,$75-150k,65+,Male,Some Coll,Married,Catholic,"Occasional
attenders",,registered,1.59615385532379
2008,1057,1,PA,White,$75-150k,30-44,Male,Post-Grad,Married,Catholic,,No Kids,registered,2.34285712242126
2008,10232,0,FL,Black,$20-40k,18-29,Female,Some Coll,Single,Protestant (not born-again),"Occasional
attenders",No Kids,registered,4.8461537361145
2008,722,1,MI,White,$20-40k,45-64,Male,Some Coll,Single,Protestant (not born-again),"Occasional
attenders",,registered,0.492000013589859
2008,918,0,FL,White,$40-75k,65+,Female,Coll,Married,Catholic,Nonattenders,No Kids,registered,1.02380955219269
2008,434,0,OR,White,$20-40k,65+,Female,Some Coll,Married,Protestant (not born-again),,No Kids,registered,3
2008,1374,0,NH,White,$75-150k,65+,Male,Post-Grad,Single,Protestant (not born-again),Nonattenders,No Kids,registered,2.11111116409302
2008,697,1,IL,White,$20-40k,45-64,Female,Some Coll,Single,Jewish,"Occasional
attenders",No Kids,registered,1.48717951774597
2008,1070,1,PA,White,$0-20k,65+,Female,< HS,Single,Born-again Protestant,"Very frequent
church attenders",,registered,3.23333334922791
2008,1214,0,VA,Black,$75-150k,45-64,Male,Post-Grad,Married,Born-again Protestant,,Kids,registered,1.77142858505249
2008,1116,0,GA,White,$75-150k,45-64,Male,Some Coll,Single,No religion,Nonattenders,No Kids,registered,1.92592597007751
2008,11114,1,CA,White,$20-40k,65+,Male,HS,Married,No religion,Rare attenders,No Kids,registered,2.2619047164917
2008,2665,1,MN,White,$20-40k,65+,Female,< HS,Married,Catholic,"Occasional
attenders",,registered,1.79900002479553
2008,215,0,CA,White,$75-150k,45-64,Male,HS,Married,No religion,Nonattenders,,registered,1.52799999713898
2008,10398,1,CA,White,$20-40k,65+,Male,HS,Married,Born-again Protestant,Frequent attenders,No Kids,registered,2.04761910438538
2008,31149,0,GA,Black,$75-150k,45-64,Female,Post-Grad,Single,Protestant (not born-again),"Occasional
attenders",,registered,2.11111116409302
2008,153,1,GA,White,$150k+,45-64,Male,Post-Grad,Single,Protestant (not born-again),Rare attenders,,registered,2.02777767181396
2008,20542,1,WI,White,$40-75k,65+,Male,Some Coll,Married,Born-again Protestant,"Very frequent
church attenders",No Kids,registered,1.87179481983185
2008,781,1,ND,White,$40-75k,45-64,Female,Post-Grad,Single,Catholic,"Very frequent
church attenders",,registered,0.492000013589859
2008,1509,0,GA,Black,$20-40k,30-44,Male,HS,Single,Protestant (not born-again),Nonattenders,Kids,registered,3.2619047164917
2008,826,0,WV,White,$0-20k,45-64,Female,HS,Single,Born-again Protestant,,No Kids,registered,2.7428572177887
2008,10104,0,FL,White,$40-75k,45-64,Female,Post-Grad,Married,No religion,Rare attenders,Kids,registered,1.11904764175415
2008,781,0,NM,White,$0-20k,65+,Female,Some Coll,Single,Protestant (not born-again),Nonattenders,,registered,1.53333330154419
2008,907,0,VA,White,$40-75k,30-44,Female,Some Coll,Married,Catholic,Nonattenders,No Kids,registered,7.18518495559692
2008,1224,1,TN,White,$40-75k,30-44,Male,Coll,Married,Born-again Protestant,"Very frequent
church attenders",,registered,0.712000012397766
2008,292,0,SD,White,$0-20k,18-29,Female,HS,Single,No religion,,Kids,registered,3.08571434020996
2008,1358,1,GA,White,$75-150k,30-44,Male,HS,Single,Protestant (not born-again),,No Kids,registered,6.19999980926514
2008,1021,1,WI,White,$20-40k,30-44,Female,HS,Married,Born-again Protestant,Frequent attenders,,registered,1.15699994564056
2008,20934,0,OK,White,$40-75k,65+,Female,Some Coll,Married,Protestant (not born-again),"Very frequent
church attenders",,registered,2.13461542129517
2008,1252,0,FL,White,$20-40k,45-64,Female,HS,Single,Catholic,,No Kids,registered,2.88571429252625
2008,78,1,GA,White,$20-40k,45-64,Female,HS,Single,Born-again Protestant,Frequent attenders,,registered,5.13333320617676
2008,2522,1,SC,Other,$150k+,18-29,Male,< HS,Single,Born-again Protestant,Frequent attenders,,registered,0.978999972343445
2008,30386,0,MI,Black,$40-75k,45-64,Female,Coll,Married,Born-again Protestant,"Very frequent
church attenders",,registered,2.86666655540466
2008,10338,1,WA,White,$75-150k,30-44,Male,Some Coll,Married,Catholic,,Kids,registered,3.34285712242126
2008,31037,1,NY,White,$40-75k,45-64,Male,HS,Single,Born-again Protestant,Nonattenders,,registered,1.37777781486511
2008,30906,1,CO,White,$150k+,30-44,Male,HS,Married,Protestant (not born-again),Rare attenders,,registered,3.0888888835907
2008,410,1,AZ,White,$150k+,45-64,Female,HS,Married,Mormon,,No Kids,registered,5.34285736083984
2008,515,1,CA,White,$75-150k,30-44,Male,Coll,Married,Born-again Protestant,"Very frequent
church attenders",Kids,registered,4.37037038803101
2008,11084,0,TX,Black,$40-75k,18-29,Female,Post-Grad,Single,Protestant (not born-again),"Very frequent
church attenders",No Kids,registered,2.66666674613953
2008,735,0,CT,White,$40-75k,45-64,Female,Post-Grad,Single,Catholic,,No Kids,registered,1.91428565979004
2008,20397,0,AR,White,$40-75k,30-44,Female,Some Coll,Married,Jewish,Rare attenders,Kids,registered,4.85185194015503
2008,1655,1,NJ,White,$75-150k,45-64,Male,Coll,Married,No religion,Rare attenders,,registered,1
2008,431,0,WA,White,$40-75k,45-64,Male,Some Coll,Single,No religion,Nonattenders,,registered,1.66666662693024
2008,614,1,MO,White,$40-75k,45-64,Female,Coll,Single,Protestant (not born-again),Frequent attenders,,registered,1.90384614467621
2008,80134,0,VA,Black,$40-75k,18-29,Male,< HS,Single,Born-again Protestant,"Very frequent
church attenders",,registered,4.97777795791626
2008,20793,1,MA,White,$150k+,30-44,Male,Post-Grad,Married,Catholic,Frequent attenders,,registered,1.38775515556335
2008,1641,0,KS,White,$150k+,45-64,Female,Post-Grad,Married,Protestant (not born-again),Frequent attenders,,registered,1.22222220897675
2008,6,0,IN,White,$20-40k,45-64,Female,Coll,Married,Born-again Protestant,Frequent attenders,,registered,0.493000000715256
2008,31421,0,NE,White,$40-75k,30-44,Female,Post-Grad,Single,Protestant (not born-again),"Occasional
attenders",,registered,1.97777771949768
2008,1385,1,CA,White,$40-75k,45-64,Female,Some Coll,Married,Born-again Protestant,"Very frequent
church attenders",,registered,1.71111106872559
2008,50,1,NJ,White,$40-75k,65+,Male,Some Coll,Married,Protestant (not born-again),Rare attenders,,registered,2.66666674613953
2008,20345,1,KY,White,$75-150k,45-64,Female,Some Coll,Married,Born-again Protestant,"Very frequent
church attenders",No Kids,registered,3.1851851940155
2008,10914,0,GA,Black,$75-150k,30-44,Female,Post-Grad,Single,Born-again Protestant,Frequent attenders,No Kids,registered,2.2619047164917
2008,11201,0,IL,White,$0-20k,65+,Female,Some Coll,Single,Protestant (not born-again),Rare attenders,No Kids,registered,1.21428573131561
2008,10409,0,ME,White,$75-150k,30-44,Male,Post-Grad,Single,No religion,Nonattenders,No Kids,registered,2.92857146263123
2008,1315,1,TN,White,$40-75k,30-44,Female,Coll,Single,Born-again Protestant,Rare attenders,,registered,0.815999984741211
2008,445,0,OR,White,$75-150k,45-64,Male,Post-Grad,Married,Catholic,,No Kids,registered,1.62857139110565
2008,11302,0,MD,White,$150k+,30-44,Male,Coll,Married,No religion,Nonattenders,Kids,registered,2.30769228935242
2008,1149,1,GA,White,$40-75k,45-64,Male,HS,Married,Born-again Protestant,"Very frequent
church attenders",,registered,1.73333334922791
2008,20068,0,LA,Black,$0-20k,18-29,Female,HS,Single,Born-again Protestant,Rare attenders,Kids,registered,7.59259271621704
2008,598,0,IA,White,$0-20k,65+,Female,Coll,Single,Catholic,Nonattenders,No Kids,registered,1
2008,567,1,NC,White,$40-75k,65+,Male,Coll,Married,Protestant (not born-again),"Occasional
attenders",,registered,1.11111116409302
2008,682,1,TX,White,$40-75k,45-64,Male,Coll,Married,Protestant (not born-again),"Very frequent
church attenders",,registered,1.30769228935242
2008,1348,0,NY,White,$75-150k,45-64,Female,Post-Grad,Single,Other religion,Rare attenders,,registered,3
2008,2567,0,PA,White,$75-150k,45-64,Female,Some Coll,Married,Catholic,Rare attenders,,registered,0.617999970912933
2008,1145,1,IL,White,$40-75k,45-64,Female,Some Coll,Single,Born-again Protestant,Rare attenders,,registered,3.33333325386047
2008,11373,0,FL,Black,$20-40k,45-64,Female,HS,Single,Born-again Protestant,Frequent attenders,No Kids,registered,2.59523820877075
2008,212,0,NC,White,$40-75k,45-64,Male,Coll,Single,Protestant (not born-again),Rare attenders,,registered,1.42307686805725
2008,2537,1,WI,White,$40-75k,45-64,Male,Some Coll,Married,Protestant (not born-again),Rare attenders,,registered,0.492000013589859
2008,1011,0,NY,White,$40-75k,45-64,Male,HS,Single,Protestant (not born-again),Rare attenders,,registered,1.83333337306976
2008,1409,1,LA,White,$75-150k,45-64,Female,Coll,Married,Born-again Protestant,Frequent attenders,,registered,1.11111116409302
2008,579,0,PA,White,$150k+,30-44,Female,Coll,Married,No religion,Nonattenders,,registered,2.28888893127441
2008,16,0,NC,Black,$0-20k,18-29,Female,HS,Single,Born-again Protestant,"Occasional
attenders",No Kids,registered,3.22222232818604
2008,1437,1,VA,White,$75-150k,45-64,Female,Coll,Single,Catholic,Nonattenders,,registered,1.57777774333954
2008,38,1,NJ,White,$20-40k,45-64,Male,Some Coll,Single,Born-again Protestant,Frequent attenders,,registered,3.5961537361145
2008,1592,0,MO,Black,$0-20k,18-29,Male,Some Coll,Single,No religion,Nonattenders,,registered,0.90200001001358
2008,10161,1,LA,White,$75-150k,45-64,Male,Post-Grad,Married,Born-again Protestant,,No Kids,registered,1.45714282989502
2008,999,1,NJ,White,$0-20k,65+,Female,HS,Single,Born-again Protestant,Frequent attenders,No Kids,registered,3.12820506095886
2008,11292,0,GA,Black,$40-75k,30-44,Male,HS,Single,Protestant (not born-again),Nonattenders,No Kids,registered,3.30769228935242
2008,114,1,AL,White,$150k+,45-64,Female,Some Coll,Married,Catholic,Frequent attenders,,registered,0.492000013589859
2008,278,1,VA,Other,$75-150k,30-44,Female,Coll,Married,Protestant (not born-again),Nonattenders,,registered,1.13300001621246
2008,16,0,VA,Black,$40-75k,65+,Female,HS,Married,Born-again Protestant,"Very frequent
church attenders",,registered,1.16299998760223
2008,241,0,AZ,White,$150k+,65+,Female,Post-Grad,Married,No religion,Nonattenders,,registered,0.493999987840652
2008,258,0,LA,White,$150k+,45-64,Female,Coll,Married,Protestant (not born-again),,Kids,registered,1.54285717010498
2008,2223,1,NY,White,$75-150k,65+,Female,HS,Married,Protestant (not born-again),Nonattenders,,registered,1.13100004196167
2008,1370,1,MA,White,$75-150k,45-64,Female,HS,Married,Catholic,Nonattenders,,registered,4.80000019073486
2008,353,0,WV,White,$0-20k,65+,Female,Some Coll,Single,Born-again Protestant,Frequent attenders,,registered,0.492000013589859
2008,2316,1,TN,White,$75-150k,45-64,Male,Post-Grad,Married,Born-again Protestant,Frequent attenders,,registered,0.493000000715256
2008,1396,0,IN,White,$40-75k,30-44,Male,HS,Married,Protestant (not born-again),,Kids,registered,4.59999990463257
2008,516,1,GA,White,$20-40k,65+,Female,< HS,Single,Protestant (not born-again),,No Kids,registered,3.65714287757874
2008,428,1,LA,White,$40-75k,18-29,Male,Some Coll,Married,Catholic,Rare attenders,,registered,1.21599996089935
2008,20689,1,MO,White,$20-40k,18-29,Female,Some Coll,Single,Catholic,Frequent attenders,,registered,4.93333339691162
2008,283,1,TX,White,$75-150k,30-44,Female,Post-Grad,Married,Catholic,"Occasional
attenders",,registered,2.55102038383484
2008,1184,0,MD,White,$0-20k,65+,Male,HS,Single,Jewish,Nonattenders,,registered,2.40000009536743
2008,1015,1,WV,White,$20-40k,45-64,Female,HS,Married,Born-again Protestant,"Very frequent
church attenders",,registered,1.77777779102325
2008,1182,0,KY,White,$20-40k,65+,Male,Some Coll,Married,Protestant (not born-again),,No Kids,registered,1.02857148647308
2008,80120,1,OH,White,$75-150k,45-64,Female,Some Coll,Married,Born-again Protestant,"Very frequent
church attenders",,registered,2.11111116409302
2008,294,0,IA,White,$0-20k,65+,Male,Post-Grad,Single,Protestant (not born-again),Rare attenders,,registered,1.26666665077209
2008,50895,1,NY,White,$40-75k,30-44,Male,Post-Grad,Married,Other religion,Frequent attenders,,registered,1.39199995994568
2008,20672,0,MD,Other,$20-40k,45-64,Male,Coll,Married,Other religion,Frequent attenders,,registered,1.13333332538605
2008,30883,0,TN,Black,$20-40k,65+,Female,< HS,Single,Born-again Protestant,"Very frequent
church attenders",,registered,6.15555572509766
2008,741,1,LA,White,$75-150k,45-64,Female,Coll,Married,Catholic,Frequent attenders,,registered,1.38775515556335
2008,80784,0,NY,White,$20-40k,30-44,Male,Coll,Married,Jewish,Nonattenders,,registered,3.84444451332092
2008,836,0,KY,White,$40-75k,45-64,Female,HS,Married,Protestant (not born-again),,No Kids,registered,2.62857151031494
2008,10594,0,NY,White,$40-75k,18-29,Female,Post-Grad,Single,Jewish,Nonattenders,No Kids,registered,3.17948722839355
2008,50216,1,AR,White,$40-75k,30-44,Female,Some Coll,Married,,"Very frequent
church attenders",,registered,1.20299994945526
2008,1527,0,KY,White,$40-75k,30-44,Female,Coll,Married,Protestant (not born-again),"Occasional
attenders",,registered,1.93333327770233
2008,10763,0,DC,White,$150k+,45-64,Male,Coll,Married,Catholic,,No Kids,registered,2.48571419715881
2008,734,1,IN,White,$75-150k,45-64,Male,Coll,Married,Protestant (not born-again),Rare attenders,No Kids,registered,1.64102566242218
2008,10,1,IN,White,$40-75k,65+,Male,Post-Grad,Married,Born-again Protestant,,,registered,1
2008,2585,0,NY,White,$75-150k,45-64,Male,Post-Grad,Married,No religion,Nonattenders,,registered,0.492000013589859
2008,1221,0,PA,White,$150k+,65+,Female,Post-Grad,Single,Jewish,,No Kids,registered,2.14285707473755
2008,1198,1,NY,White,$20-40k,45-64,Female,Coll,Single,Born-again Protestant,,No Kids,registered,1.65714287757874
2008,1391,1,WA,White,$150k+,45-64,Male,HS,Married,No religion,Nonattenders,Kids,registered,2.69230771064758
2008,11178,0,VA,White,$150k+,45-64,Female,Coll,Married,Protestant (not born-again),Rare attenders,No Kids,registered,2.48717951774597
2008,2491,0,CA,Black,$150k+,45-64,Male,Coll,Married,Born-again Protestant,"Very frequent
church attenders",,registered,0.685000002384186
2008,185,1,FL,Other,$40-75k,45-64,Male,Coll,Single,Born-again Protestant,"Occasional
attenders",,registered,1
2008,10710,0,CA,White,$40-75k,65+,Female,HS,Single,,Nonattenders,No Kids,registered,2.90476179122925
2008,1759,0,PA,Black,$75-150k,45-64,Male,HS,Married,Protestant (not born-again),"Occasional
attenders",,registered,2.2720000743866
2008,601,1,MO,White,$20-40k,65+,Male,Some Coll,Married,Protestant (not born-again),"Very frequent
church attenders",,registered,1.84444439411163
2008,942,1,MN,White,$40-75k,65+,Male,Post-Grad,Married,Jewish,,,registered,1.60000002384186
2008,1116,1,LA,White,$20-40k,45-64,Male,Some Coll,Married,Born-again Protestant,,Kids,registered,4.77142858505249
2008,1257,1,NM,White,$75-150k,45-64,Male,HS,Married,Protestant (not born-again),Nonattenders,,registered,2.51020407676697
2008,10507,1,WA,White,$20-40k,45-64,Female,Some Coll,Single,Protestant (not born-again),"Occasional
attenders",No Kids,registered,2.48717951774597
2008,2767,0,WA,White,$40-75k,45-64,Female,Coll,Single,Protestant (not born-again),Frequent attenders,,registered,0.526000022888184
2008,20696,0,OH,Black,$150k+,30-44,Male,Post-Grad,Married,Born-again Protestant,Frequent attenders,,registered,1.84615385532379
2008,1426,1,OH,White,$75-150k,30-44,Female,Some Coll,Married,Catholic,,Kids,registered,4.05714273452759
2008,70056,0,PA,White,$40-75k,45-64,Female,Some Coll,Married,Catholic,Frequent attenders,No Kids,registered,2.92307686805725
2008,1089,1,NJ,White,$75-150k,30-44,Female,Coll,Married,Protestant (not born-again),Rare attenders,No Kids,registered,3.0238094329834
2008,20287,1,WV,White,$40-75k,30-44,Male,HS,Married,Born-again Protestant,"Occasional
attenders",Kids,registered,8.55555534362793
2008,1097,1,MN,Hispanic,$75-150k,45-64,Male,Some Coll,Married,Born-again Protestant,"Very frequent
church attenders",,registered,1.95555555820465
2008,31253,0,NM,White,$75-150k,45-64,Male,Some Coll,Married,Catholic,Rare attenders,,registered,2.06666660308838
2008,10699,0,CA,Other,$150k+,18-29,Female,Some Coll,Single,Born-again Protestant,Frequent attenders,No Kids,registered,3.38095235824585
2008,184,0,VT,White,$40-75k,45-64,Female,Coll,Single,No religion,,No Kids,registered,1.4857143163681
2008,2235,0,NH,White,$40-75k,45-64,Male,Some Coll,Married,Catholic,"Occasional
attenders",,registered,0.492000013589859
2008,1528,0,PA,Black,$20-40k,65+,Male,HS,Single,Born-again Protestant,Rare attenders,,registered,1.15799999237061
2008,292,0,MD,White,$40-75k,45-64,Female,Some Coll,Married,Protestant (not born-again),Rare attenders,,registered,0.492000013589859
2008,745,0,GA,Black,$20-40k,45-64,Female,HS,Single,Born-again Protestant,"Very frequent
church attenders",,registered,2
2008,1344,1,AR,White,$20-40k,18-29,Female,Some Coll,Single,Born-again Protestant,,Kids,registered,6.08571434020996
2008,1838,0,AL,White,$40-75k,45-64,Male,< HS,Married,Protestant (not born-again),"Occasional
attenders",,registered,1.65100002288818
2008,1684,0,CA,White,$40-75k,30-44,Male,Coll,Single,Catholic,Rare attenders,,registered,0.959999978542328
2008,294,0,WI,White,$40-75k,45-64,Male,HS,Married,Catholic,Frequent attenders,No Kids,registered,2.61904764175415
2008,80665,0,FL,White,$0-20k,18-29,Female,< HS,Married,Born-again Protestant,Rare attenders,,registered,8.6444444656372
2008,1611,0,WI,Black,$75-150k,30-44,Female,Coll,Married,Born-again Protestant,"Very frequent
church attenders",,registered,1.00100004673004
2008,554,0,NV,White,$75-150k,45-64,Male,Coll,Married,,Nonattenders,No Kids,registered,1.54761910438538
2008,1638,0,WI,White,$40-75k,65+,Male,Some Coll,Married,Catholic,"Very frequent
church attenders",,registered,0.493000000715256
2008,30170,0,TN,White,$75-150k,65+,Male,Coll,Single,Catholic,Frequent attenders,,registered,1.26666665077209
2008,50724,0,OK,Hispanic,$0-20k,18-29,Male,< HS,Single,No religion,"Occasional
attenders",,registered,1.22899997234344
2008,261,0,MA,White,$20-40k,65+,Male,HS,Married,Catholic,Frequent attenders,,registered,1.9111111164093
2008,1230,0,DC,Black,$150k+,45-64,Female,Post-Grad,Married,Catholic,Rare attenders,,registered,2.0961537361145
2008,30216,0,KY,White,$150k+,45-64,Male,Post-Grad,Married,Catholic,Frequent attenders,,registered,1.24444448947906
2008,355,1,FL,White,$75-150k,45-64,Female,Coll,Married,Catholic,,No Kids,registered,2.57142853736877
2008,10585,1,VA,White,$20-40k,45-64,Female,Some Coll,Single,No religion,"Occasional
attenders",No Kids,registered,1.97435891628265
2008,10679,0,GA,Black,$20-40k,65+,Female,Some Coll,Single,Protestant (not born-again),Frequent attenders,No Kids,registered,3.28205132484436
2008,31197,0,NC,Black,$40-75k,45-64,Female,Post-Grad,Single,Protestant (not born-again),Frequent attenders,,registered,1.11111116409302
